exam,section,text_no,q_range,words,paragraphs,sentences,words_per_sentence,pct_outside_top5k,pct_outside_top8k,rare_words_per_sentence,domain,subject,shape,has_pivot,pivot_marker,opening_move,closing_move,is_biography,requires_outside_knowledge,key_reliability,passage
autumn_2018,2,1,13-17,254,3,13,19.5,10.5,7.7,0.62,medicine_health,Teenage sleep and school hours,problem_then_explanation,False,,striking_fact,last_fact,False,False,SUSPECT,"Although sleep is viewed by some as a luxury, research shows that getting enough sleep is a biological necessity, as important as eating well and exercising. Sleep deprivation has been found to affect nearly every aspect of one's life, from physical well-being and emotional stability to behavior and work performance. Teens, who tend (5) to stay up very late but still have to be up early for school, are among those least likely to get enough sleep. It now appears that teenagers cannot help being wakeful in the evening and sleepy early in the morning. Biologically speaking, they are simply on a different sleep-wake clock than adults or small children.

According to Professor Mary Carskadon, director of sleep research at E.P. Bradley (10) Hospital in Rhode Island, society is asking teenagers to sleep at the wrong time. In her study, Carskadon measured the levels of the sleep-promoting hormone melatonin in adolescents. She found that melatonin secretion in teenagers begins late at night, making it difficult for them to go to sleep early; because the secretion does not stop until morning, it can also be difficult for them to get up. A teenager's natural biological (15) rhythm thus finds itself in conflict with the school bell.

To maximize teenagers' learning potential, Carskadon recommends that high schools start classes later in the morning. More and more schools are taking this advice to heart, with encouraging results. Students are coming to class on time and are more alert; as a result, both their grades and their behavior have improved."
autumn_2018,2,2,18-22,379,4,21,18.0,12.8,10.3,1.0,arts_literature,Rodriguez-Gerada's giant outdoor face-scapes,expository_descriptive,True,In contrast to traditional portraiture,named_person,irony_or_twist,True,False,SUSPECT,"(1) More than any other portrait artist in modern times, Jorge Rodriguez-Gerada has changed the boundaries of portraiture, taking it beyond the walls of the conventional museum. Rather than painting images on canvas, he creates giant portraits in large urban spaces. Known as face-scapes, these outdoor portraits have won him (5) international acclaim and transformed the way many people think of portraiture.

Born in Cuba and raised in the U.S., Rodriguez-Gerada moved to Spain in 2002. In 2008 on a beachfront in Barcelona, he created his first face-scape, an enormous sand portrait of U.S. presidential candidate Barack Obama. Portraits in other major cities followed, including one in Amsterdam – almost as large as two football fields – (10) depicting an anonymous Mesoamerican woman. Because of their size, the face-scapes can be seen in their entirety only from tall buildings or from the air. ""Big ideas require big spaces,"" explained the artist.

In 2014, Rodriguez-Gerada created one of his most impressive face-scapes on five acres of parkland in Washington, D.C. The portrait, depicting a single face, was a (15) composite of photos of 50 young American men from different ethnic backgrounds. Rodriguez-Gerada selected facial features from the photos and combined them into one image using computer technology. With the aid of satellite imaging he mapped out how to recreate the face on an enormous scale. Then came the actual construction stage. He and his assistants arranged 10,000 wooden pegs in the ground and formed an (20) outline of the face using 13 kilometers of string running from peg to peg. The outline was then filled in with 2300 tons of sand and 800 tons of soil. The title of the work, Out of Many, One, refers not only to the method used to make the face-scape but also to the diversity of American society. ""Diversity is the backbone of the nation, and this piece embraces that fact,"" noted Rodriguez-Gerada.

(25) In contrast to traditional portraiture, which is often used to immortalize its subjects, Rodriguez-Gerada's works are deliberately made using temporary materials to convey a message about the ephemeral quality of life, hopes, and dreams. Out of Many, One was on display for just one month, at the end of which it was plowed into the ground. Fortunately, however, the face-scape was recorded in photos and videos and will not be (30) lost to posterity."
autumn_2019,1,1,13-17,172,3,10,17.2,14.1,10.4,1.2,biography,Colombia's donkey-borne traveling library,expository_descriptive,False,,named_person,summary_restatement,True,False,ok,"(1) Luis Soriano is a primary school teacher who lives in a small Colombian village. Twice a week, Soriano travels with his two donkeys, Alfa and Beto, to lend books to people in nearby villages. He straps pouches onto the donkeys' backs, fills them with books of all kinds, and sets out on a journey of several hours.

(5) Soriano calls his traveling library the biblioburro, or donkey library. He takes it around one of the poorest regions in Colombia, where access to books is limited and where many adults are illiterate and cannot read to their children. Soriano, who began with 70 books, has amassed a collection of over 5,000 and has no intention of stopping. On each trip he takes 120 books, including textbooks, storybooks, novels, and (10) encyclopedias.

At each stop along the route, groups of children and adults wait eagerly for the biblioburro. Besides bringing books, Soriano reads aloud and helps children with their homework. He is convinced that the knowledge and pleasure reading brings can change not only individual lives, but entire communities."
autumn_2019,1,2,18-22,339,4,16,21.2,14.2,10.3,1.12,natural_science,Thermoluminescence and its practical uses,expository_descriptive,False,,definition,last_fact,False,False,ok,"(1) Thermoluminescence – the process by which certain substances emit light when they are heated – was first observed by scientists several hundred years ago. Materials such as glass, gemstones, rocks, clay, and sand, which contain crystalline minerals, absorb low doses of radiation when heated or exposed to sunlight. Some of this energy (5) is trapped inside the substances and released in the form of light if they are reheated.

One of the first scientific references to thermoluminescence was made in 1663, when Irish physicist and chemist Robert Boyle addressed the Royal Society of London. Boyle described several experiments, including one in which he had exposed a diamond to the heat of his own body, causing it to shine with ""some kind of glimmering light"". (10) Though his methods may seem crude by today's scientific standards, Boyle is credited with advancing the understanding of thermoluminescence – until then considered inexplicable magic.

One practical application of thermoluminescence is the monitoring of how much radiation medical staff, nuclear power station workers, and scientific researchers are (15) exposed to in the course of their work. Such workers are issued badges that absorb radiation – even very small doses – and emit a strong light signal when subjected to heat testing. Regular testing of these radiation badges is a crucial safety procedure.

Thermoluminescence can also be used to date pottery. When clay objects are heated in order to harden them – a process known as firing – all the radiation previously (20) absorbed by the minerals in the clay is released. Firing is thus considered a ""zeroing"" event in the history of the object, leaving the clay devoid of radiation. At that point, the object begins to absorb radiation all over again. By reheating the clay years – or even centuries – later and measuring the amount of radiation released, scientists can determine the date of the initial firing. This technique is used to detect forgeries. While (25) expert forgers might be able to create a clay object that looks exactly the same as the original, they cannot ""fake"" the amount of radiation which corresponds to its supposed age."
autumn_2019,2,1,13-17,228,2,12,19.0,16.2,13.6,1.17,life_science,The giant panda's diet and endangerment,expository_descriptive,True,Unfortunately,definition,future_speculation,False,False,ok,"(1) The giant panda is known for its striking black and white coat, which distinguishes it from other bears. This, however, is only one of the characteristics that make this bear unique. While most kinds of bears eat a variety of plants and animals, giant pandas have a very limited diet, based almost entirely on the bamboo plant. In fact, they may (5) spend as many as 12 hours a day feeding on bamboo. To help them handle the bamboo shoots more easily, giant pandas have a thumb-like appendage on their front paws. Their huge teeth allow them to chew the tough bamboo stems. Giant pandas are also distinct in that their diet does not enable them to store enough body fat to sleep through the cold winter months, so they do not hibernate as other bears do.

(10) Unfortunately, the giant panda is endangered. Pandas have been hunted extensively for their beautiful fur. Another threat to the animal's existence is the depletion of its main source of food: bamboo forests are being cut down rapidly, and many giant pandas are dying of hunger. In an effort to save the giant panda from extinction, a ban has been placed on hunting it, and attempts are being made to safeguard the animal's (15) habitat by restricting deforestation and creating nature reserves. Conservationists hope that these measures will guarantee the survival of this special bear."
autumn_2019,2,2,18-22,342,3,14,24.4,13.0,8.4,0.86,social_science,Teaching students to fail well,problem_then_explanation,True,However,striking_fact,last_fact,False,False,ok,"(1) In the corporate world, failure has come to be viewed almost as something to be envied. On the web or in the conference hall, entrepreneurs who have failed at a venture often tell the story of what went wrong and describe the insight and personal growth they gained from their mistakes. By going public, they also proclaim (5) membership in a community of innovators who are unafraid to take risks. Many high-tech companies actually offer bonuses to employees who worked on projects that failed.

However, this new perception of failure has been slow to reach the realm of education. Jessica Lahey, author of The Gift of Failure, argues that children today (10) inhabit environments so cleansed of risk that they have few opportunities to cope with failure and to benefit from it. Donna Lisker, dean of the prestigious Smith College in the US, notes, ""In many ways, we've pulled kids away from those natural learning experiences."" She adds that when many young people reach college age, they pay the price. Rachel Simmons, a leadership development specialist at the college, explains, (15) ""For many of our students – those who have had to be almost perfect to get accepted into a school like Smith – failure can be an unfamiliar experience. So when it happens, it can be crippling."" Indeed, mental health data show that depression and anxiety are widespread among students. Extremely high rates of stress are leading to a greater demand for counseling services than Smith and other educational institutions can afford (20) to provide.

Some colleges and universities have begun encouraging students to talk about their struggles and to rethink what it means to fail. At Smith College, a new program called Failing Well aims to destigmatize failure and impress upon students that it is part of the learning process. Offering workshops and discussions on perfectionism, anxiety, (25) and bouncing back after disappointment, the program is part of a campus-wide effort to foster student resilience. Elsewhere, similar programs have sprung up, including Harvard University's Success-Failure Project, Princeton University's Perspective Project, and the University of Pennsylvania's PennFaces initiative."
autumn_2020,1,1,13-17,246,3,17,14.5,15.8,13.6,0.76,biography,Lindbergh's solo transatlantic flight,chronological_narrative,True,Despite all the preparations,striking_fact,last_fact,True,False,ok,"(1) Today, people think nothing of traveling by airplane across the Atlantic Ocean. But when Charles Lindbergh set out to do just that on the morning of May 20, 1927, people all over the world were glued to their radios, eagerly awaiting news of the unfolding drama. Some thirty-three hours after takeoff, Lindbergh was greeted in Paris by a (5) cheering crowd of more than 100,000, having successfully completed the first-ever nonstop solo transatlantic flight.

Lindbergh had prepared carefully for the dangerous undertaking. His airplane, Spirit of St. Louis, built especially for the flight, was stripped down to the bare minimum in order to make it as light as possible. It had no radio, brakes, parachute, or (10) front window. The gas tanks held 451 gallons of fuel, scarcely enough to complete the journey. Lindbergh allowed himself just a few sandwiches and two canteens of water. For navigation, he had only a watch, compass, and airspeed indicator. Despite all the preparations, Lindbergh faced many perils. On takeoff the plane barely cleared the telephone wires at the edge of the airfield. At times, surrounded by fog over the (15) Atlantic, Lindbergh had to fly just ten feet above the waves. The fact that he reached his destination safe and sound was nothing short of a miracle.

""Lucky Lindy"" became an instant hero. Over the next few years, he traveled across the United States, promoting the idea of air travel. Soon, more and more Americans were choosing to fly rather than drive cars or take trains."
autumn_2020,1,2,18-22,294,4,14,21.0,12.5,9.2,0.79,business_economics,Redesigning United States paper currency,expository_descriptive,True,however,striking_fact,summary_restatement,False,False,ok,"(1) Despite the predictions of some economists, a ""cashless society"", in which all transactions are made with checks, credit cards and electronic transfers, has not yet materialized. Paper money is still an integral part of modern commerce. For example, more than 380 billion dollars in United States paper currency is estimated to be in (5) circulation worldwide, and demand for the bills rises annually at a rate of about 5 percent.

Internationally, the United States dollar holds a unique position: it is accepted universally, it serves as a type of world currency and, in countries with unstable economies, it is considered a good investment. Because of this special status, changes (10) to United States currency are not made frequently. In fact, the basic design of United States paper money did not change significantly from 1928 to 1996.

In 1996, however, the United States Bureau of Engraving and Printing began producing paper bills with a fundamentally new design: a larger, off-center portrait, a matching watermark and other new elements. The first note issued in this series was (15) the $100 bill. The Bureau then introduced new $50, $20, $10, $5 and $1 bills at yearly intervals. Although such an extensive currency change is unusual for the United States, many countries routinely modify the appearance of their money. Canada, Australia, France, South Korea and Argentina, to name a few, have all redesigned their paper bills a number of times in the past century.

(20) The main purpose of redesigning money is to make the currency more secure against counterfeiting. With the appearance of advanced photocopiers, computer scanners and printers capable of producing high-quality and realistic-looking copies, the threat of counterfeiting has increased. Trying to prevent the production of fake bills is important for the future of paper money because widespread counterfeiting diminishes (25) the credibility of paper currency as a medium of exchange."
autumn_2020,2,1,13-17,271,3,16,16.9,24.6,16.5,1.62,food_agriculture,"Teff, Ethiopia's tiny nutritious grain",expository_descriptive,False,,definition,last_fact,False,False,ok,"(1) The cereal grain Eragrostis tef, commonly known as teff, is cultivated primarily in Ethiopia, where it is believed to have originated between 4000 and 1000 BCE. Teff is most often ground into flour, which is used to make a flat bread called enjera, a staple food of Ethiopians. Teff is also eaten in the form of porridge and fermented to make (5) home-brewed alcoholic drinks. Furthermore, the stalks of the teff plant are used as feed for cattle and in the building of mudbrick houses.

Teff is the smallest grain in the world. The name ""teff"" is thought to have come from the Amharic word teffa, which means ""lost"", because the grains are so tiny that they are easy to lose. In fact, 150 grains of teff are equal in weight to just one kernel of (10) wheat. These minute grains are surprisingly packed with nutrients. Teff has a higher calcium and iron content than wheat, rice, oats, or millet. It is also an excellent source of fiber and protein: there is as much protein in a fifty-gram serving of teff as in an extra-large egg. Moreover, teff does not contain gluten and is hence suitable for people who are gluten intolerant.

(15) The tremendous success of Ethiopian athletes has been attributed to the nutritional benefits of teff. Olympic and world champion marathon runner Gezahegne Abera says: ""In Ethiopia, every athlete eats teff. We believe our ancient grain helps us train harder than athletes from any other country. That is why we are champions."" Another acclaimed Ethiopian athlete, Haile Gebrselassie, agrees. He credits Ethiopians' (20) prowess in running to their genes, their lifestyle, and the food they eat."
autumn_2020,2,2,18-22,349,3,18,19.4,17.0,14.1,1.22,history,Great Zimbabwe's disputed African origins,debunking_a_belief,True,Yet,scene,summary_restatement,False,False,ok,"(1) On the southern edge of the Zimbabwe plateau, between the Zambezi and the Limpopo rivers, lies the largest and most impressive archaeological site in sub-Saharan Africa. With its high, conical tower, its long, curved stone walls and its diverse artifacts, Great Zimbabwe attests to the existence of a thriving city that flourished (5) between the 12th and 17th centuries, dominating trade and culture throughout southern Africa. The Republic of Zimbabwe (formerly known as Rhodesia, a country ruled by a white minority) was named for this site. Great Zimbabwe, with its unique architecture and sculpture, is a rich source of information about African history. Yet not until the late 20th century did most Western archaeologists study and interpret it in this light.

(10) The beauty and complexity of Great Zimbabwe's stonework led the 19th-century European archaeologists who studied the site to conclude that it could not have been constructed by local people. In the view of these archaeologists – a view shared by many other Europeans – Africans were too primitive and their culture too unsophisticated for them to be capable of constructing such a city. James Theodore (15) Bent of Britain, who visited Great Zimbabwe in 1891, concluded that it must have been built by Phoenician or Arabian traders who settled in the area. A report written in 1898 by W. G. Neal of England's Ancient Ruins Company reiterated Bent's conclusions.

Anyone who suggested otherwise was not well received. In 1905, David Randall- MacIver, a British Egyptologist, excavated at the site and uncovered artifacts very (20) similar to the ones being used by the Shona people living in the vicinity. This continuity of artifacts suggested to Randall-MacIver that the city had been built by native Africans. However, Randall-MacIver's findings were ridiculed and ultimately disregarded by Rhodesia's white rulers. As late as the 1970s, European archaeologists who were vocal about the native origin of Great Zimbabwe were imprisoned and (25) eventually deported. Africans who expressed the same view lost their jobs. Only after the creation of Zimbabwe in 1980 did Randall-MacIver's interpretation gain acceptance. Today, Great Zimbabwe serves as a symbol of the richness and complexity of African culture and history."
dec_2013,1,1,13-17,226,5,13,17.4,8.1,7.6,0.38,sports_leisure,Taekwondo's rise among American children,phenomenon_then_cause,False,,definition,last_fact,False,False,ok,"(1) Like karate and judo, taekwondo is a sport that began as a traditional Asian fighting method. Taekwondo, which means ""kick-strike art"" in Korean, developed from the military training given to young noblemen in the seventh century.

In recent years, taekwondo has become increasingly popular in the United States. (5) The American Taekwondo Union estimates that 6.3 million people are studying taekwondo in the country today, compared to 1.6 million in 1990. Children make up the fastest-growing group of taekwondo students.

More and more parents are sending their children to taekwondo classes, not to learn how to fight, but to learn obedience and respect. Not only are children taught how (10) to spin, kick and break bricks with their hands, but they are also taught self-control and integrity. Instructors impose high standards of behavior, which are often much stricter than those set by parents.

Some of the parents who send their children to study taekwondo do not have much time to spend with them and do not want to spend the little time they do have (15) disciplining their youngsters. These parents hope that taekwondo will help improve their children's behavior, grades in school and ability to concentrate.

In many cases, it works. Parents report that their children become better behaved and more respectful after taking taekwondo classes. Some parents even enroll in classes themselves to learn how to better discipline their children."
dec_2013,1,2,18-22,400,4,17,23.5,14.3,8.7,1.41,social_science,Whether scientists count as intellectuals,debunking_a_belief,True,It was not always so,definition,summary_restatement,False,False,ok,"(1) For most people, the word ""intellectual"" connotes someone engaged in literature and the arts, not the sciences. The most commonly used American dictionary confirms this prejudice, defining an intellectual as ""a person devoted to matters of the mind and especially to the arts and letters; one given to study, reflection, and speculation, especially (5) concerning large, profound or abstract issues.""

It was not always so. In fact, according to British physicist and novelist C. P. Snow, only in the 1930s did literary theorists begin to use the word ""intellectual"" to refer solely to themselves. Before then, the word carried the broader sense of a person involved in the work of the mind – a definition which would clearly include scientists. Snow (10) himself bemoaned the split between ""scientists"" and ""intellectuals."" In his 1959 book, The Two Cultures and the Scientific Revolution, he noted that intellectuals and scientists seemed to live in their own separate worlds. But he envisioned a third culture in which the two groups would actually communicate with each other.

Snow's vision has not come to pass. If anything, matters have gotten worse in (15) the years since the publication of his book. It appears that the intellectuals may be to blame. In fact, some intellectuals not only cultivate their distance from the world of science, but actually revel in it. Murray Gell-Mann, a Nobel Prize-winning physicist, points out that ""there are people in the arts and humanities . . . who are proud of knowing very little about science and technology, or about mathematics."" He notes (20) that ""the opposite phenomenon is very rare. You may occasionally find a scientist who is ignorant of Shakespeare, but you will never find a scientist who is proud of being ignorant of Shakespeare."" Scientist Paul Davies believes that today's intellectuals try to belittle science because they feel intimidated by complex ideas that they do not understand. Their repudiation of science, he says, stems from their sense of (25) ""helplessness in the face of their ignorance.""

These scientists, like others, resent the fact that the word ""intellectual"" has been appropriated by those in the arts and the humanities – and by those who willfully ignore a vast universe of knowledge and ideas. Perhaps it is time for today's self-proclaimed intellectuals to open their minds and ranks to scientists, whose thinking is no less (30) profound or important than theirs. At the very least, they should relinquish their claim to be the only ""intellectuals."""
