exam,section,text_no,n,pos_in_block,type,negative,cited_line,key,stem,opt1,opt2,opt3,opt4,locator_in_stem,answer_home,answer_span_sentences,scan_sufficient,scan_comment,correct_option_relation,correct_shares_wording,key_looks_wrong,key_comment,key_reliability,mech1,why1,mech2,why2,mech3,why3,mech4,why4
psy_winter_2025,2,2,22,5,inference,True,,1,Which of the following cannot be inferred from the text?,Some countries have limited the number of visitors to their beaches in order to protect their coral reefs.,Sunscreen is unlikely to contain both non-nano zinc oxide and oxybenzone.,Oxybenzone has a high protection factor.,Tourism can have a negative effect on coral reefs.,none,whole,99,needs_whole_text,Negative inference stem: all four claims must be tested against the whole text.,elimination_only,True,False,,ok,,,true_but_not_asked,Follows from zinc oxide being the coral-friendly active ingredient instead.,true_but_not_asked,Follows from it being one of the most common UV filters.,true_but_not_asked,Follows from tourists' sunscreen washing off onto reefs.
spring_2019,1,1,13,1,main_idea,False,,3,The main purpose of the text is to discuss -,how texting improves communication,the characteristics of text-speak,a debate on the effects of text-speak,the evolution of language,none,whole,99,no_locator,Nothing to scan; must notice paragraph two attacks and paragraph three defends text-speak.,generalization,True,False,,ok,too_narrow,One of Crystal's claims inside the third paragraph.,too_narrow,Describes only the first paragraph's definition of text-speak.,,,overreach,Crystal's framing device inflated into the whole text's subject.
spring_2019,1,1,14,2,explicit_detail,False,,3,"According to the first paragraph, ___ letters in text messages.",represent punctuation,replace numbers,are often missing,are not used,ordinal_position,p1,1,yes_local,'many letters in a word left out' in sentence three settles it on its own.,paraphrase,True,False,,ok,right_words_wrong_relation,Letters represent words; punctuation is what is dropped.,right_words_wrong_relation,Reverses it: numerals such as b4 replace letters.,,,overreach,'Not used' turns 'many left out' into an absolute.
spring_2019,1,1,15,3,inference,False,,2,Which of the following would be most likely to offend Humphrys?,WWII,How r u?,Dr. Smith,Bye-bye!,named_entity_or_term,p1-p2,3,needs_whole_text,Needs paragraph one's definition of text-speak plus paragraph two's attitude; one paragraph is not enough.,synthesis,True,False,,ok,other:standard_abbreviation_not_textspeak,"Conventional English abbreviation, not the texting shorthand he attacks.",,,other:standard_abbreviation_not_textspeak,Ordinary title abbreviation with correct punctuation intact.,other:standard_abbreviation_not_textspeak,Informal but fully spelled and punctuated standard English.
spring_2019,1,1,16,4,author_purpose_or_attitude,False,,3,The view presented in the second paragraph can best be described as -,well documented,rather inconsistent,extremely negative,completely neutral,paragraph_number,p2,4,needs_paragraph,"Vandals, scourge, virus accumulate; a single sentence shows negativity but not its intensity.",generalization,False,False,,ok,not_stated,No evidence or studies are cited for this view.,not_stated,The paragraph's speakers agree with each other throughout.,,,contradiction,"The language is loaded, the opposite of neutral."
spring_2019,1,1,17,5,paragraph_purpose,False,,4,The main purpose of the last paragraph is to -,prove that texting encourages creativity,discuss Crystal's book on the evolution of language,provide evidence for the claim made in the second paragraph,present an opinion that challenges Humphrys' argument,ordinal_position,p3,8,needs_paragraph,"Opening 'A counter-argument' gives it, but mid-paragraph studies bait option 1.",generalization,True,False,,ok,overreach,"Studies are quoted as claims, not offered as proof.",half_true,"Crystal's book is named, but it is about texting, not evolution generally.",contradiction,It opposes paragraph two's claim rather than supporting it.,,
spring_2019,1,2,18,1,inference,True,,4,"Based on the information in the text, which of the following would be least likely to contain quartz?",a scientific instrument that is heated to very high temperatures,a telescope designed to see faraway planets,a timing device in a computer,a tool to test the level of air pollution,none,whole,99,needs_whole_text,Each option maps to a different paragraph's use; only checking all four rules one out.,elimination_only,False,False,,ok,true_but_not_asked,Heat resistance and refractory bricks are stated in paragraph two.,true_but_not_asked,Quartz lenses in optical devices are stated in paragraph three.,true_but_not_asked,Timekeeping via the reverse piezoelectric effect closes the text.,,
spring_2019,1,2,19,2,inference,False,,2,It can be inferred from the first paragraph that opaque is the opposite of -,colorless,clear,beautiful,common,ordinal_position,p1,1,yes_local,The transparent/translucent/opaque sentence defines clear and ends with opaque.,inference_one_step,True,False,,ok,right_words_wrong_relation,"Passage word from the colour axis, not the transparency axis.",,,right_words_wrong_relation,Lifts 'beauty' from the next sentence; unrelated contrast.,right_words_wrong_relation,Lifts 'common' from sentence two; not an opposite of opaque.
spring_2019,1,2,20,3,paragraph_purpose,False,,1,The third paragraph discusses ___ lenses.,uses of quartz,the invention of,the production of quartz,the advantages of transparent,paragraph_number,p3,5,needs_paragraph,Middle sentences on history bait option 2; the framing first and last sentences give uses.,generalization,True,False,,ok,,,not_stated,"Old remains and 13th-century eyeglasses are dates, not an invention story.",right_words_wrong_relation,Borrows 'making lenses'; manufacture is never described.,half_true,"Transparent quartz is mentioned, but advantages are not the paragraph's subject."
spring_2019,1,2,21,4,explicit_detail,False,,3,"According to the third paragraph, lenses -",are produced in the same way today as they were in the late 13th century,can be made only out of quartz,can make an object look larger than it actually is,were invented in Syria and Egypt,paragraph_number,p3,1,yes_local,"'bend light, magnifying objects' answers it; no further reading required.",paraphrase,False,False,,ok,not_stated,No claim about how lenses are produced then versus now.,overreach,'Only out of quartz' is an absolute the text never makes.,,,right_words_wrong_relation,"Syria and Egypt are where remains were found, not where lenses began."
spring_2019,1,2,22,5,explicit_detail,True,,4,"Which of the following is not true with regard to the reverse piezoelectric effect, according to the last paragraph?",It is what makes quartz watches work.,It involves the production of mechanical pressure.,It causes quartz crystals to vibrate.,It generates electricity.,ordinal_position,p4,4,needs_paragraph,Two mirror-image effects share the paragraph; you must keep straight which does which.,inference_one_step,True,False,,ok,true_but_not_asked,"True of the reverse effect, so not the exception sought.",true_but_not_asked,Current produces mechanical pressure; stated explicitly.,true_but_not_asked,Expansion and contraction at regular intervals is stated.,,
spring_2019,2,1,13,1,title,False,,1,An appropriate title for this text would be -,The Pioneer Valley: A Book Lover's Dream,The Pioneer Valley's Most Eminent Authors,The Pioneer Valley: The Birthplace of American Literature,The Pioneer Valley's Literary History,none,whole,99,no_locator,"Requires judging that the text is about present-day book culture, not history or fame.",generalization,True,False,,ok,,,too_narrow,Dickinson and Geisel appear only in the last paragraph.,overreach,'Birthplace of American literature' is a claim the text never makes.,half_true,History occupies one paragraph; the text is mostly about today.
spring_2019,2,1,14,2,vocab_in_context,False,line 2,1,"""Nevertheless"" (line 2) could best be replaced by -",Although bookselling has changed greatly in recent years,Because Amazon.com has become so successful,As a result of the growing number of internet bookstores,Despite the fact that fewer people read books today,line_number,p1,2,yes_local,Needs the sentence before and after line 2 to see the concessive relation.,paraphrase,True,False,,ok,,,right_words_wrong_relation,"Names Amazon from the text but makes the link causal, not concessive.",right_words_wrong_relation,Turns a contrast connector into a result connector.,not_stated,Declining readership is never claimed anywhere in the text.
spring_2019,2,1,15,3,paragraph_purpose,False,,2,The main purpose of the second paragraph is to -,introduce the Pioneer Valley's most famous bookshop,explain what attracts book lovers to the Pioneer Valley,discuss changes in Pioneer Valley bookshops over the past thirty years,describe a typical bibliophile,paragraph_number,p2,5,needs_paragraph,Half the paragraph is Amherst Books; stopping there makes option 1 look correct.,generalization,True,False,,ok,too_narrow,Amherst Books is one illustration at the paragraph's end.,,,right_words_wrong_relation,Lifts 'thirty years' from Herold's biography; no change is described.,right_words_wrong_relation,"Borrows 'typical' and 'bibliophiles'; the outing is described, not the person."
spring_2019,2,1,16,4,explicit_detail,True,,3,Which of the following details about the Pioneer Valley's authors is not mentioned in the third paragraph?,Some of them were born in other places.,Their books are listed on the Amherst Books website.,Many of them write about life in the Pioneer Valley.,They have the support of local bookshops.,paragraph_number,p3,4,needs_paragraph,Negative item: every option must be checked against the entire third paragraph.,elimination_only,True,False,,ok,true_but_not_asked,'New writers are always arriving' implies outside origins.,true_but_not_asked,The website features over 150 local writers' books.,,,true_but_not_asked,Shop windows display them with 'Local Author' stickers.
spring_2019,2,1,17,5,paragraph_purpose,False,,3,The last paragraph mentions Emily Dickinson because she -,wrote poems about the Pioneer Valley,"was the first to use the name ""Pioneer Valley""",is an example of a great Pioneer Valley writer,made the Pioneer Valley famous,ordinal_position,p4,1,yes_local,The 'from Dickinson to Dr. Seuss' sentence shows she is one item in a list.,inference_one_step,True,False,,ok,not_stated,Her subject matter is never mentioned.,not_stated,The origin of the region's name is never discussed.,,,half_true,"The Valley's reputation is collective, not credited to her."
spring_2019,2,2,18,1,inference,False,,1,"It can be inferred from the first paragraph that ""Haudenosaunee"" is -",a Native American word,a tribe that no longer exists,the name of an Iroquois language,one of six important Native American tribes,ordinal_position,p1,1,yes_local,'as its members prefer to call themselves' in sentence one supplies the inference.,inference_one_step,True,False,,ok,,,contradiction,The Confederacy is described in the present tense as existing.,not_stated,No language is named anywhere in the text.,right_words_wrong_relation,"Lifts 'six tribes'; the name denotes the alliance, not one tribe."
spring_2019,2,2,19,2,paragraph_purpose,False,,3,The main purpose of the second paragraph is to -,introduce the work of Elizabeth Cady Stanton and Lucretia Mott,describe the struggle for equality among Iroquois women,explain why the Iroquois way of life inspired American feminists,discuss the status of American women in the 19th century,paragraph_number,p2,4,needs_paragraph,Named feminists and Western women's status each fill a sentence and bait an option.,generalization,True,False,,ok,too_narrow,"Stanton and Mott are one example, not the paragraph's aim.",contradiction,Iroquois women were already respected and powerful; no struggle described.,,,too_narrow,Western women's inferior status is only the contrast clause.
spring_2019,2,2,20,3,vocab_in_context,False,line 7,4,"The phrase ""cited the model of"" (line 7) is closest in meaning to -",worked along with,fought for the rights of,criticized,used the example of,line_number,p2,1,yes_local,The line 7 sentence alone shows the feminists invoked Iroquois women as a model.,paraphrase,False,False,,ok,not_stated,No collaboration between the feminists and Iroquois women is described.,right_words_wrong_relation,"Their campaign was for their own equality, not Iroquois women's rights.",contradiction,They admired the model rather than attacking it.,,
spring_2019,2,2,21,4,inference,False,lines 13-14,1,"Based on the description of a matrilineal society in lines 13-14, which of the following statements might be made by an Iroquois man?","My mother is of the turtle clan and my wife is of the bear clan; therefore, my son is of the bear clan.","My father is of the wolf clan and my wife is of the bear clan; therefore, my daughter is of the wolf clan.","My mother is of the turtle clan and my wife is of the bear clan; therefore, my son is of the turtle clan.","I am of the turtle clan and my wife is of the bear clan; therefore, my daughter is of the turtle clan.",line_number,p3,1,yes_local,Lines 13-14 state children join the wife's clan; apply that rule to each option.,inference_one_step,True,False,,ok,,,right_words_wrong_relation,"Traces descent through the father's line, reversing the rule.",right_words_wrong_relation,Uses the speaker's mother's clan instead of the wife's.,right_words_wrong_relation,Uses the speaker's own clan instead of the wife's.
spring_2019,2,2,22,5,title,False,,1,An appropriate title for this text would be -,Women in Iroquois Society,Iroquois Influence on 19th-Century American Feminists,The Role of the Iroquois in Shaping North American History,Iroquois Tribes and Clans,none,whole,99,no_locator,"Must see that three of four paragraphs are about women, not about the Confederacy.",generalization,True,False,,ok,,,too_narrow,Feminist inspiration is only the second paragraph.,overreach,Takes the first paragraph's framing sentence as the whole subject.,too_narrow,Clan structure is background detail inside the third paragraph.
spring_2020,1,1,13,1,vocab_in_context,False,line 1,4,"""There is no money in poetry"" (line 1) means that -",books of poetry do not cost very much,rich people are not interested in poetry,people do not value poems,poets are not paid much for their work,line_number,p1,3,yes_local,The next two sentences about supporting themselves and Eliot's income fix the sense,inference_one_step,False,False,,ok,other:literal_reading_of_idiom,Reads the idiom as the price of poetry books,right_words_wrong_relation,Turns money into rich readers rather than poets' earnings,not_stated,Text shows poetry being valued; only income is lacking,,
spring_2020,1,1,14,2,paragraph_purpose,False,,2,The second paragraph mainly discusses -,two of Eliot's poems,Eliot's early career,Eliot's decision to move to London,Pound's work as a critic and editor,paragraph_number,p2,5,needs_paragraph,"Move, mentor and two poems each anchor a wrong option; only the whole gives the arc",generalization,False,False,,ok,too_narrow,"Two titles are evidence for the career story, not the topic",,,too_narrow,The move is one clause and no decision is explained,too_narrow,Pound's credentials are given only to explain his help
spring_2020,1,1,15,3,explicit_detail,False,,1,"According to the second paragraph, The Waste Land -",is one of Eliot's greatest poems,was the first poem that Eliot published,describes Eliot's years in London,is the poem that made Eliot famous,paragraph_number,p2,1,yes_local,"One sentence, but 'by the time... already well known' must be parsed to reject option four",paraphrase,False,False,,ok,,,contradiction,Prufrock in 1915 was among his first published poems,not_stated,The poem's content is never described,right_words_wrong_relation,He was already well known before it appeared
spring_2020,1,1,16,4,explicit_detail,True,,3,Which of the following was not part of the plan mentioned in the last paragraph?,People would give money to support Eliot.,Eliot would stop working at his job.,Lloyds Bank would pay Eliot more money.,Eliot would spend more time writing poetry.,ordinal_position,p3,4,needs_paragraph,Negative item: three components of the plan are spread over four sentences,elimination_only,True,False,,ok,true_but_not_asked,Friends each agreed to contribute a small amount,true_but_not_asked,The plan was for Eliot to quit the bank,,,true_but_not_asked,He was to dedicate himself to his art
spring_2020,1,1,17,5,explicit_detail,False,,2,"According to the text, Pound -",was a prize-winning poet,helped Eliot before he became famous,did not need to work to support himself,offered Eliot a job as an editor,named_entity_or_term,p2-p3,3,needs_whole_text,Pound appears in two paragraphs; a scanner landing in the third is fed option four,synthesis,True,False,,ok,wrong_entity,"Eliot, not Pound, received the Nobel Prize",,,not_stated,Pound's own finances are never mentioned,right_words_wrong_relation,Pound offered money; the editing job came later from elsewhere
spring_2020,1,2,18,1,title,False,,3,An appropriate title for this text would be -,The History of the Ojibwe Nation,The Pros and Cons of Genetically Modified Rice,The Importance of Wild Rice to the Ojibwe Nation,Rice: A Special Gift From the Creator of the Universe,none,whole,99,no_locator,Four paragraphs each on a different aspect of one relationship; nothing to scan,generalization,True,False,,ok,overreach,"Only rice-related history is told, not the nation's",too_narrow,"GM rice is one paragraph, and no pros are given",,,too_narrow,Verbatim lift from the first paragraph's spiritual framing
spring_2020,1,2,19,2,reference_word,True,,2,Which of the following phrases from the text does not refer to manoomin?,the food that grows on water,a sign in the sky,a staple in the Ojibwe diet,the focus of a heated controversy,named_entity_or_term,p1-p3,4,needs_whole_text,Four quoted phrases sit in different paragraphs; each must be located separately,elimination_only,True,False,,ok,true_but_not_asked,The place where food grows on water is where rice was found,,,true_but_not_asked,Manoomin became a staple in the diet,true_but_not_asked,Wild rice is the focus of the third paragraph's controversy
spring_2020,1,2,20,3,vocab_in_context,False,line 13,1,"In line 13, ""ceded"" is closest in meaning to -",gave up,took over,bought,attacked,line_number,p2,1,yes_local,The 'but retained' contrast inside the same sentence gives the direction,inference_one_step,False,False,,ok,,,contradiction,Reverses direction; the settlers gained the land,not_stated,"No purchase is described, and the Ojibwe were not buyers",right_words_wrong_relation,Primed by 'a battle ensued' in the previous sentence
spring_2020,1,2,21,4,paragraph_purpose,False,,1,The main purpose of the third paragraph is to -,present a debate about the future of wild rice,describe the advantages of genetically modified rice,present two methods of cultivating wild rice,discuss the danger of contaminating wild rice,paragraph_number,p3,5,needs_paragraph,Scientists' side and Ojibwe side are separate sentences; both are needed,generalization,True,False,,ok,,,not_stated,No advantage of the modified variant is given,right_words_wrong_relation,"It is a dispute over modification, not two cultivation methods",too_narrow,Contamination is the fear in the final clause only
spring_2020,1,2,22,5,inference,False,line 19,1,"It can be inferred from the third paragraph that the ""genetically modified variant of wild rice"" (line 19) -",was created by introducing DNA from other plants into wild rice,is harmful to birds and animals,is not suitable for large-scale commercial farming,was proposed by Ojibwe leaders,line_number,p3,4,needs_paragraph,"The DNA sentence sits three sentences after the quoted phrase, beyond local reading",inference_one_step,True,False,,ok,,,right_words_wrong_relation,"Birds appear as possible spreaders, not as victims",contradiction,It was produced for large-scale commercial farming,contradiction,University scientists produced it; Ojibwe leaders oppose it
spring_2020,2,1,13,1,inference,False,,1,It can be understood from the first paragraph that the Wild West show's participation in Queen Victoria's Jubilee celebrations was -,surprising,disappointing,embarrassing,challenging,ordinal_position,p1,2,needs_paragraph,The judgement rests on tensions plus 'a matter of some consequence'; no word says surprising,inference_one_step,False,False,,ok,,,contradiction,The show was an overwhelming success,not_stated,No embarrassment to either side is described,not_stated,No difficulty in staging or attending is mentioned
spring_2020,2,1,14,2,explicit_detail,False,,4,"According to the second paragraph, the Wild West show was not performed at Buckingham Palace because -",performances were not allowed there,Queen Victoria did not want to be disturbed,it would have been dangerous to do so,the show was too big to be brought there,paragraph_number,p2,1,yes_local,Scan 'palace'; 'could not accommodate the massive production' is the whole reason,paraphrase,False,False,,ok,not_stated,No rule against performances at the palace is mentioned,right_words_wrong_relation,Reuses her seclusion after her husband's death as a motive,not_stated,Danger is never raised anywhere in the text,,
spring_2020,2,1,15,3,paragraph_purpose,False,,3,The main purpose of the third paragraph is to describe -,the Queen's arrival at the Wild West show,Earl's Court arena,a historic moment during the Wild West show,the American flag used during the performance,paragraph_number,p3,3,needs_paragraph,The bow only becomes the point once the 'first time in history' clause is read,generalization,True,False,,ok,right_words_wrong_relation,"The Grand Entry is the horsemen's, not the Queen's arrival",wrong_location,The arena is named in the previous paragraph,,,too_narrow,"The flag is the object of the gesture, not the subject"
spring_2020,2,1,16,4,explicit_detail,True,,1,Which of the following is not stated in the third paragraph?,Both British and American flags were carried at the show.,Britain once controlled the area that became the United States.,Queen Victoria ruled over an empire.,Queen Victoria paid her respects to the flag of the United States.,paragraph_number,p3,3,needs_paragraph,"Negative item; only American flags are named, and two options hide in one clause",elimination_only,True,False,,ok,,,true_but_not_asked,'The former British colony' states it,true_but_not_asked,'Supreme sovereign of the British Empire' states it,true_but_not_asked,She paid her respects to the American flag
spring_2020,2,1,17,5,paragraph_purpose,False,,4,The main purpose of the last paragraph is to -,describe the Wild West show's audiences,describe the role the Wild West show played in American culture,discuss the Wild West show's international tour,discuss the success and influence of the Wild West show,ordinal_position,p4,3,needs_paragraph,Each sentence gives one narrower option; the summary needs all three,generalization,True,False,,ok,too_narrow,Enthusiastic audiences are one clause,right_words_wrong_relation,"It shaped an image of American culture, not a role within it",too_narrow,The European tour is one of three sentences,,
spring_2020,2,2,18,1,title,False,,4,An appropriate title for this text would be -,The Great Snipe's Migration Route,Outstanding Long-Distance Fliers,The Chubbiest Bird in the Animal Kingdom,The Great Snipe: Flying Far and Fast,none,whole,99,no_locator,Comparison birds fill two paragraphs; the title must still centre on the snipe,generalization,True,False,,ok,too_narrow,The route is one detail of the first paragraph,overreach,Other fliers appear only as foils to the snipe,overreach,Chubbiness explains the feat; no superlative is claimed,,
spring_2020,2,2,19,2,explicit_detail,False,,1,"According to the second paragraph, the great snipe does not seem well equipped for its journey because it -",does not have pointed wings,has shorter wings than other birds,arrives in Africa thin and exhausted,doubles its weight each summer,paragraph_number,p2,1,yes_local,The 'lacking the pointed tips' clause answers it inside one sentence,paraphrase,True,False,,ok,,,not_stated,Bodies are small; wing length is never compared,true_but_not_asked,"That is the journey's outcome, not a handicap beforehand",right_words_wrong_relation,"Weight gain is what guarantees success, not a disadvantage"
spring_2020,2,2,20,3,other,False,,4,The third paragraph presents two birds that the great snipe.,migrate at different times of year than,fly as fast and as far as,follow migration routes similar to that of,fly either further or faster than,paragraph_number,p3,5,needs_paragraph,Falcon and tern must both be read and set against the opening either-or claim,synthesis,True,False,,ok,not_stated,Timing of the other birds' migrations is never given,contradiction,Paragraph opens by saying birds do one or the other,not_stated,No route of theirs overlaps the snipe's,,
spring_2020,2,2,21,4,vocab_in_context,False,line 20,2,"In line 20, ""feat"" is closest in meaning to -",speed,accomplishment,route,characteristics,line_number,p4,1,yes_local,'Comes close to matching' in the same sentence points to an achievement,inference_one_step,False,False,,ok,other:topic_association_not_meaning,Borrows a theme of the text instead of the word's sense,,,other:topic_association_not_meaning,Route is discussed nearby but is not the word's sense,not_stated,Nothing in the sentence points to traits of the bird
spring_2020,2,2,22,5,explicit_detail,False,,2,"According to the last paragraph, it is unclear -",how migratory birds choose a particular flight route,why the great snipe does not stop during its journey,how birds know where to find food during their migration,why the godwit behaves differently than other birds,ordinal_position,p4,2,yes_local,Scan 'hard pressed to explain'; the previous sentence names what is unexplained,paraphrase,True,False,,ok,not_stated,How routes are chosen is never raised,,,wrong_location,Borrows the tern's fishing stops from the previous paragraph,right_words_wrong_relation,"The unexplained behaviour is the snipe's, not the godwit's"
spring_2021,1,1,13,1,inference,False,line 2,1,"It can be inferred from the text that the ""imperfection"" (line 2) of the Eighth Symphony refers to the fact that it -",was never finished,contains mistakes,has never been performed,is not well liked,line_number,p1,2,yes_local,'incomplete masterpiece' sits in the same sentence as the quoted word,inference_one_step,True,False,,ok,,,other:generic_meaning_ignores_context,Everyday sense of imperfection; text never mentions errors,not_stated,Performance history is never discussed,contradiction,The piece is described as beloved
spring_2021,1,1,14,2,paragraph_purpose,False,,2,The main purpose of the second paragraph is to -,explain why Schubert lost interest in the Eighth Symphony,try to explain why the Eighth Symphony was never finished,discuss what inspired Schubert to write the Eighth Symphony,argue that the Eighth Symphony reminded Schubert of a difficult time in his life,paragraph_number,p2,5,needs_paragraph,Each speculation supports a different wrong option; only the whole paragraph shows they are guesses,generalization,True,False,,ok,too_narrow,"Lost interest is one of four speculations, and it is not explained",,,right_words_wrong_relation,Reuses 'inspiration' but reverses it into what inspired him,overreach,Text says it has been suggested; the paragraph argues nothing
spring_2021,1,1,15,3,inference,False,,4,The notebook mentioned in the last paragraph proves that the Eighth Symphony.,Schubert took six years to write,Schubert decided not to finish,there were only two movements in,there is another part to,ordinal_position,p3,2,yes_local,Scan 'notebook'; that sentence plus the next about a third movement decides it,inference_one_step,True,False,,ok,wrong_entity,"Six years is the gap to Schubert's death, not writing time",contradiction,The notebook is evidence that he did keep writing,contradiction,The notebook shows part of a third movement existed,,
spring_2021,1,1,16,4,author_purpose_or_attitude,False,line 10,1,It can be inferred from the text that the author -,hopes the music experts mentioned in line 10 are right,knows the reason Schubert never finished Symphony No. 8,does not think the Unfinished Symphony is a masterpiece,likes the third movement of the Eighth Symphony more than the first two,none,p3,2,no_locator,Stem says only 'from the text'; the tone of the closing wish is the evidence,inference_one_step,False,False,,ok,,,contradiction,The author poses the reason as an open question,contradiction,Line 1 calls the symphony a masterpiece,not_stated,No preference among movements is expressed anywhere
spring_2021,1,1,17,5,title,False,,2,An appropriate title for the text would be -,The Beauty of an Incomplete Masterpiece,Schubert's Eighth Symphony: Unfinished or Not?,Unfinished Symphonies of the Nineteenth Century,How Many Symphonies Did Schubert Write?,none,whole,99,no_locator,Must see that paragraph three reopens the question the title has to carry,generalization,True,False,,ok,too_narrow,Echoes the first sentence; beauty is never the text's subject,,,overreach,Widens one symphony to a whole century of unfinished works,right_words_wrong_relation,Confuses number of movements with number of symphonies
spring_2021,1,2,18,1,paragraph_purpose,False,,3,The main purpose of the first paragraph is to dowsing.,describe the tools needed for,introduce the people who use,present the centuries-old activity of,list the types of things one could look for using,ordinal_position,p1,5,needs_paragraph,Every sentence feeds a narrower wrong option; the general framing needs all of them,generalization,False,False,,ok,too_narrow,The rod is described in one clause of the opening sentence,too_narrow,Farmers and dowsers appear only as one example,,,too_narrow,"Water and minerals are a single phrase, not the purpose"
spring_2021,1,2,19,2,explicit_detail,True,,1,"Based on the information in the first paragraph, which of the following statements about dowsing rods is not true?",They must be held pointed toward the ground.,They appear to move on their own.,They are used to find different things.,They can be made of wood.,ordinal_position,p1,4,needs_paragraph,Negative item: must check four claims; 'parallel to the ground' is the decisive contrast,elimination_only,True,False,,ok,,,true_but_not_asked,Text says the rod spontaneously moves,true_but_not_asked,Text names both water and minerals,true_but_not_asked,"Text says wire or wood, or a forked stick"
spring_2021,1,2,20,3,paragraph_purpose,False,,2,The main purpose of the second paragraph is to -,present anecdotal support for dowsing,explain why a practice with no scientific basis sometimes succeeds,discuss the ideomotor response,claim that dowsers know that dowsing does not really work,paragraph_number,p2,6,needs_paragraph,The paragraph asks two questions and answers both; either half alone gives a wrong option,generalization,True,False,,ok,right_words_wrong_relation,Anecdotal reports are named only to be set against the evidence,,,too_narrow,Ideomotor response answers only the second of two questions,contradiction,The reaction is described as happening without the dowser's awareness
spring_2021,1,2,21,4,explicit_detail,False,,4,"According to the second paragraph, people exhibiting an ideomotor response -",make voluntary movements,are aware of their muscle activity,have quicker mental responses than other people,are affected by what they believe is going to happen,paragraph_number,p2,2,yes_local,Scan 'ideomotor'; the definition and the 'that is' sentence follow immediately,paraphrase,False,False,,ok,contradiction,The motion is called seemingly involuntary,contradiction,Text says the body reacts without him being aware,not_stated,No comparison of mental speed between people is made,,
spring_2021,1,2,22,5,inference,False,,1,It can be inferred from the last paragraph that Sally Le Page wrote about dowsing -,because she thought it was ridiculous that water companies were using dowsers,in order to convince other businesses to consider dowsing,to teach the public about the advantages and disadvantages of dowsing,because she believed that water companies should spend more time and money detecting leaks,ordinal_position,p3,3,needs_paragraph,Her motive is never stated; must combine 'as absurd as it may seem' with the disclosure and outrage,inference_one_step,False,False,,ok,,,contradiction,"Disclosure produced outrage, not promotion of dowsing",not_stated,No balanced advantages-and-disadvantages purpose is described,right_words_wrong_relation,Time and money were the public's complaint about dowsing itself
spring_2021,2,1,13,1,paragraph_purpose,False,,1,The first paragraph describes -,what people once believed to be the causes of disease,the most common types of illnesses in the past,how diseases were treated thousands of years ago,why it was believed that germs cause disease,ordinal_position,p1,5,needs_paragraph,Two example beliefs must be seen as instances of one category: past ideas about causes,generalization,True,False,,ok,,,not_stated,No illnesses are listed or ranked by frequency,too_narrow,Only one clause about removing a spirit touches treatment,contradiction,Paragraph says people did not know germs existed
spring_2021,2,1,14,2,paragraph_purpose,False,,4,The main purpose of the second paragraph is to describe -,a disease that threatened the French silk industry in the 19th century,the influence that Pasteur's work had on Koch,the cure that was found for pebrine,an important discovery made by Pasteur,paragraph_number,p2,6,needs_paragraph,Silkworm story fills most of the paragraph; the point arrives only in the 'first person to prove' sentence,generalization,True,False,,ok,too_narrow,"Pebrine and the silk industry are the setting, not the point",not_stated,No influence of Pasteur on Koch is mentioned,too_narrow,The cure is half a sentence inside the story,,
spring_2021,2,1,15,3,reference_word,False,line 11,3,"In line 11, ""it"" refers to -",the French silk industry,a discovery,pebrine,a silkworm,line_number,p2,2,yes_local,Antecedent is the disease named in the previous sentence; one sentence back suffices,inference_one_step,True,False,,ok,right_words_wrong_relation,"Nearby noun phrase, but the industry is not what was caused",not_stated,No discovery has been mentioned by line 11,,,wrong_entity,"Silkworms are the disease's victims, not the thing being caused"
spring_2021,2,1,16,4,explicit_detail,False,,4,"According to the last paragraph, Koch's greatest discovery was finding -",that cholera is caused by a germ,a cure for anthrax,a method of staining germs with dyes,the germ that causes tuberculosis,ordinal_position,p3,1,yes_local,Scan 'greatest'; the sentence names the tuberculosis germ outright,paraphrase,True,False,,ok,true_but_not_asked,"Cholera germ is a real find, but not called the greatest",not_stated,He proved anthrax's cause; no cure is mentioned,true_but_not_asked,"Staining is a real discovery, not the greatest one",,
spring_2021,2,1,17,5,title,False,,1,An appropriate title for this text would be -,The Men Who Discovered that Germs Cause Disease,Different Types of Dangerous Germs,Pasteur and Koch: Famous Nobel Prize Winners,Past Beliefs About What Causes Illness,none,whole,99,no_locator,Must cover both scientists and the shift from old beliefs to germ theory,generalization,True,False,,ok,,,not_stated,No classification of germ types appears in the text,half_true,Only Koch is said to have received the Nobel Prize,too_narrow,Old beliefs occupy only the first paragraph
spring_2021,2,2,18,1,title,False,,2,An appropriate title for this text would be -,John Boyd Orr and the U.N. Food and Agriculture Organization,Building a Better World: John Boyd Orr and His Work on Nutrition,Did John Boyd Orr Deserve the Nobel Peace Prize?,"Food, Health, and Income: John Boyd Orr's Most Important Research Report",none,whole,99,no_locator,Needs the span from nutrition research to peace work across all three paragraphs,generalization,True,False,,ok,too_narrow,The FAO is only the last paragraph,,,not_stated,The text never questions whether he deserved the prize,too_narrow,"One 1936 report, and 'most important' is not claimed"
