word,lemma,in_bank,bank_headword,level,zipf,sc_opt_exams,sc_opt_correct_exams,restatement_exams,rc_question_exams,exams_any_role,occurrences,weighted_score
seventeenth,seventeenth,0,,off~C2,3.35,0,0,2,0,3,4,9
dive,dive,0,,B2,4.12,0,0,2,0,2,8,9
spacecraft,spacecraft,0,,off~C1+,3.75,0,0,2,0,3,9,9
unpopular,unpopular,0,,off~C1+,3.72,0,0,2,0,3,4,9
nobleman,nobleman,0,,off~C2,3.02,0,0,2,0,4,7,9
spider,spider,0,,A2,4.25,0,0,2,0,2,14,9
Italy,Italy,0,,off~B2,4.66,0,0,3,0,2,6,9
definition,definition,1,definition,B1,4.58,0,0,0,1,4,6,9
discontinue,discontinue,0,,off~C1+,3.63,0,0,2,0,5,5,9
nurse,nurse,0,,A1,4.4,0,0,2,0,3,7,9
actual,actual,0,,B2,4.85,0,0,1,0,6,6,9
thoroughly,thoroughly,0,,B2,4.09,0,0,2,0,4,4,9
nest,nest,0,,C1,4.07,0,0,2,0,3,7,9
thin,thin,0,,A2,4.47,0,0,1,0,4,5,9
capacity,capacity,0,,B2,4.71,0,0,1,0,4,5,9
Benjamin,Benjamin,0,,off~C1,4.16,0,0,2,0,2,9,9
guideline,guideline,0,,B2,4.25,0,0,2,0,3,5,9
chemistry,chemistry,0,,A2,4.35,0,0,2,1,2,8,9
alphabet,alphabet,0,,off~C1+,3.7,0,0,2,0,2,10,9
champion,champion,0,,B1,4.62,0,0,1,0,5,6,9
sodium,sodium,0,,off~C1+,3.87,0,0,2,0,2,8,9
proper,proper,0,,B1,4.72,0,0,1,1,4,6,9
lemming,lemming,0,,off~C2,2.5,0,0,2,0,2,32,9
ninth,ninth,0,,off~C1,4.07,0,0,2,0,3,7,9
bat,bat,0,,B2,4.3,0,0,1,0,4,4,9
favour,favour,0,,B1,4.31,0,0,3,0,2,3,9
wise,wise,0,,B2,4.51,0,0,2,0,4,5,9
gene,gene,0,,B2,4.36,0,0,2,0,3,7,9
rid,rid,0,,B2,4.5,0,0,2,0,4,4,9
slave,slave,0,,B2,4.31,0,0,2,0,3,13,9
climatic,climatic,0,,off~C2,3.2,0,0,2,0,2,6,9
logic,logic,0,,C1,4.36,0,0,3,0,2,6,9
volcanic,volcanic,0,,off~C1+,3.71,0,0,2,0,3,7,9
respond,respond,1,respond,A2,4.53,0,0,0,0,6,7,9
reservation,reservation,0,,B1,3.95,0,0,3,0,2,4,9
cathedral,cathedral,0,,off~C1,3.99,0,0,2,0,2,4,9
conviction,conviction,0,,C1,4.14,0,0,3,0,2,4,9
safeguard,safeguard,0,,off~C1+,3.55,0,0,1,0,3,6,9
reside,reside,0,,C1,3.67,0,0,3,0,3,3,9
normal,normal,0,,A2,5.01,0,0,2,0,2,8,9
zinc,zinc,0,,off~C1+,3.65,0,0,2,0,2,7,9
renown,renown,0,,off~C2,3.11,0,0,3,0,3,3,9
infrastructure,infrastructure,0,,B2,4.46,0,0,3,0,3,3,9
casino,casino,0,,C1,4.16,0,0,2,1,2,13,9
michelangelo's,michelangelo's,0,,off~C2,2.37,0,0,3,0,2,4,9
advancement,advancement,0,,off~C1+,3.81,0,0,3,0,2,3,9
rebuild,rebuild,0,,B2,3.9,0,0,2,0,2,3,8
nobility,nobility,0,,off~C2,3.47,0,0,2,0,3,7,8
avid,avid,0,,off~C2,3.5,0,0,2,0,3,4,8
fictional,fictional,0,,off~C1+,3.86,0,0,1,0,4,5,8
intensive,intensive,0,,C1,4.06,0,0,2,0,4,4,8
well-being,well-being,0,,C1,5.69,0,0,1,0,4,5,8
ineffective,ineffective,0,,off~C1+,3.66,0,0,2,1,3,3,8
dinosaur,dinosaur,0,,off~C1+,3.77,0,0,2,0,2,6,8
warning,warning,0,,B1,4.59,0,0,1,0,4,5,8
institute,institute,0,,B2,4.8,0,0,2,0,4,4,8
sixteen,sixteen,0,,A1,3.95,0,0,2,0,2,7,8
underlie,underlie,0,,C1,4.17,0,0,1,0,4,5,8
urge,urge,0,,B2,4.11,0,0,1,0,5,5,8
instance,instance,1,instance,B2,4.59,0,0,0,0,8,9,8
speculation,speculation,0,,B2,3.99,0,0,1,0,5,5,8
wart,wart,0,,off~C2,3.01,0,0,2,0,2,6,8
endanger,endanger,0,,off~C2,3.23,0,0,2,0,4,4,8
racism,racism,0,,B2,4.25,0,0,2,0,2,6,8
psychology,psychology,0,,B2,4.31,0,0,2,0,2,4,8
funding,funding,0,,B2,4.63,0,0,1,0,3,4,8
unappreciated,unappreciated,0,,off~C2,2.58,0,0,2,0,2,3,8
aardvark,aardvark,0,,off~C2,2.39,0,0,2,0,2,6,8
machinery,machinery,0,,C1,4.02,0,0,2,0,2,4,8
waterproof,waterproof,0,,off~C1+,3.55,0,0,2,0,3,7,8
swiss,swiss,0,,off~C1,4.21,0,0,2,0,3,4,8
fiercely,fiercely,0,,off~C2,3.35,0,0,2,0,3,4,8
eighteen,eighteen,0,,A1,3.81,0,0,2,0,3,7,8
eliot's,eliot's,0,,off~C2,2.29,0,0,2,0,2,5,8
mural,mural,0,,off~C2,3.49,0,0,2,0,2,6,8
roughly,roughly,1,roughly,B2,4.36,0,0,1,0,6,6,8
lifespan,lifespan,0,,off~C2,3.37,0,0,2,0,3,4,8
eyesight,eyesight,0,,off~C2,3.28,0,0,1,0,5,5,8
genetics,genetics,0,,off~C1+,3.84,0,0,2,0,2,6,8
strictly,strictly,0,,B2,4.16,0,0,2,0,3,3,8
countless,countless,1,countless,C1,3.96,0,0,0,0,6,7,8
accessible,accessible,0,,C1,4.18,0,0,2,0,4,4,8
expertise,expertise,0,,B2,4.06,0,0,1,0,5,5,8
reproductive,reproductive,0,,off~C1+,3.8,0,0,2,0,3,4,8
accomplishment,accomplishment,0,,C1,3.75,0,0,1,0,4,4,8
gallery,gallery,0,,A2,4.49,0,0,2,0,2,5,8
exclusively,exclusively,0,,C1,4.24,0,0,2,0,4,4,8
apparently,apparently,0,,B2,4.8,0,0,2,0,4,4,8
flavor,flavor,1,flavor,off~C1,4.04,0,0,0,0,6,9,8
outsider,outsider,0,,C1,3.56,0,0,2,1,2,5,8
incorrectly,incorrectly,0,,off~C1+,3.57,0,0,2,1,2,3,8
strawberry,strawberry,0,,off~C1+,3.72,0,0,2,0,2,6,8
attain,attain,0,,C1,3.6,0,0,2,0,4,4,8
antibody,antibody,0,,off~C1+,3.56,0,0,2,0,3,6,8
whaling,whaling,0,,off~C2,3.26,0,0,2,0,2,3,8
bizarre,bizarre,1,bizarre,C1,4.02,0,0,1,0,4,5,8
manifestation,manifestation,0,,off~C2,3.43,0,0,2,0,4,4,8
steadily,steadily,0,,B2,3.84,0,0,2,0,4,4,8
treatise,treatise,0,,off~C2,3.38,0,0,2,0,2,3,8
healing,healing,0,,off~C1,4.23,0,0,1,0,3,5,8
indigenous,indigenous,0,,C1,4.16,0,0,1,0,4,7,8
far-reach,far-reach,0,,off~B2,4.83,0,0,2,0,4,4,8
brave,brave,0,,B1,4.33,0,0,2,0,3,3,8
rush,rush,0,,B2,4.48,0,0,2,0,3,4,8
tension,tension,0,,B2,4.22,0,0,1,0,4,5,8
bow,bow,0,,C1,4.3,0,0,2,0,3,9,8
inch,inch,0,,B2,4.49,0,0,2,0,3,7,8
fifteen,fifteen,0,,A1,4.14,0,0,1,0,5,5,8
son,son,0,,A1,5.28,0,0,1,0,4,5,8
eruption,eruption,0,,off~C1+,3.52,0,0,2,0,2,6,8
sometime,sometime,0,,B2,4.16,0,0,2,0,3,3,8
absolute,absolute,0,,B2,4.54,0,0,2,0,3,3,8
cognitive,cognitive,0,,C1,4.11,0,0,2,0,2,4,8
long-lasting,long-lasting,0,,off~C1,4.1,0,0,2,0,3,3,8
readily,readily,0,,C1,3.93,0,0,1,0,5,5,8
cooperate,cooperate,0,,C1,3.79,0,0,2,0,2,3,8
hotter,hotter,0,,off~C1+,3.6,0,0,2,0,3,3,8
punish,punish,0,,B1,4.0,0,0,2,0,3,3,8
Anthony,Anthony,0,,off~B2,4.41,0,0,2,0,2,6,8
oyster,oyster,0,,off~C1+,3.54,0,0,2,0,2,4,8
victorious,victorious,0,,off~C1+,3.57,0,0,2,0,3,3,8
troop,troop,1,troop,B2,4.64,0,0,1,0,5,7,8
shah,shah,0,,off~C1+,3.81,0,0,2,0,2,4,8
uneasy,uneasy,0,,off~C2,3.45,0,0,2,0,3,3,8
crown,crown,0,,C1,4.56,0,0,2,0,2,3,8
beethoven's,beethoven's,0,,off~C2,2.78,0,0,2,0,2,6,8
extinction,extinction,0,,off~C1+,3.76,0,0,2,0,3,4,8
unfavorable,unfavorable,0,,off~C2,3.21,0,0,2,0,3,3,8
henry,henry,0,,off~B2,4.74,0,0,2,0,3,4,8
Margaret,Margaret,0,,off~C1,4.23,0,0,2,0,3,4,8
England,England,0,,off~B2,5.12,0,0,1,0,4,4,8
saxophonist,saxophonist,0,,off~C2,2.74,0,0,2,0,2,3,8
meteorologist,meteorologist,0,,off~C2,2.92,0,0,2,0,2,6,8
resemble,resemble,0,,C1,3.73,0,0,2,0,3,3,8
tomorrow,tomorrow,0,,A1,5.02,0,0,2,0,2,4,8
china,china,0,,off~B2,5.1,0,0,1,1,2,7,8
rough,rough,0,,B1,4.49,0,0,1,0,3,5,8
seabird,seabird,0,,off~C2,2.71,0,0,2,0,2,4,8
ethical,ethical,0,,B2,4.07,0,0,2,0,2,5,8
notable,notable,0,,C1,4.07,0,0,2,0,4,4,8
furniture,furniture,1,furniture,A2,4.29,0,0,0,1,4,5,8
formidable,formidable,0,,off~C1+,3.65,0,0,1,1,4,5,8
peanut,peanut,0,,off~C1+,3.9,0,0,2,0,2,6,8
socialist,socialist,0,,C1,4.22,0,0,2,0,2,7,8
snowy,snowy,0,,off~C2,3.46,0,0,2,0,2,6,7
surge,surge,0,,C1,3.82,0,0,1,1,3,4,7
involvement,involvement,0,,C1,4.3,0,0,1,0,4,4,7
timekeeping,timekeeping,0,,off~C2,2.33,0,0,1,0,3,5,7
deplete,deplete,0,,off~C2,3.45,0,0,2,0,3,3,7
notwithstanding,notwithstanding,0,,off~C2,3.48,0,0,1,0,4,4,7
internationally,internationally,0,,off~C1+,3.95,0,0,1,0,4,4,7
frequent,frequent,0,,B2,4.27,0,0,1,0,3,3,7
sundial,sundial,0,,off~C2,2.46,0,0,2,0,2,6,7
constant,constant,1,constant,B2,4.54,0,0,1,0,5,5,7
door,door,0,,A1,5.08,0,0,1,0,4,4,7
primate,primate,0,,off~C2,3.2,0,0,2,0,2,5,7
defect,defect,0,,C1,3.77,0,0,2,0,2,7,7
specifically,specifically,0,,B1,4.65,0,0,1,0,4,4,7
abstract,abstract,1,abstract,B2,4.14,0,0,1,0,5,5,7
counter,counter,0,,B2,4.56,0,0,1,0,4,4,7
sufficient,sufficient,0,,B2,4.32,0,0,2,0,3,3,7
underground,underground,0,,A2,4.32,0,0,1,0,5,8,7
poetic,poetic,0,,off~C1+,3.69,0,0,2,0,2,4,7
substantial,substantial,0,,C1,4.33,0,0,1,0,4,4,7
prosper,prosper,0,,off~C2,3.45,0,0,1,0,4,5,7
noteworthy,noteworthy,0,,off~C2,3.49,0,0,1,0,3,4,7
mere,mere,0,,C1,4.13,0,0,1,0,5,5,7
comment,comment,0,,A2,4.88,0,0,1,0,3,4,7
fun,fun,0,,A1,5.3,0,0,1,0,4,4,7
yellow,yellow,0,,A1,4.69,0,0,1,0,4,6,7
alligator,alligator,0,,off~C2,3.32,0,0,2,0,2,6,7
boundary,boundary,0,,C1,4.25,0,0,1,1,3,6,7
fundamental,fundamental,0,,B2,4.33,0,0,2,0,3,3,7
japanese,japanese,0,,off~B2,4.81,0,0,1,0,3,3,7
insightful,insightful,0,,off~C2,3.41,0,0,2,0,3,3,7
pop,pop,0,,A2,4.87,0,0,2,0,2,6,7
unfinished,unfinished,0,,off~C1+,3.72,0,0,1,0,3,4,7
cool,cool,0,,A1,5.15,0,0,1,0,4,4,7
kid,kid,0,,A2,5.28,0,0,1,0,5,5,7
regime,regime,0,,C1,4.3,0,0,2,0,3,3,7
minister,minister,0,,B2,5.04,0,0,1,0,3,3,7
Elizabeth,Elizabeth,0,,off~B2,4.47,0,0,1,0,4,4,7
preeminent,preeminent,0,,off~C1+,3.54,0,0,2,0,3,3,7
universally,universally,0,,off~C1+,3.63,0,0,1,0,5,5,7
colonist,colonist,0,,off~C2,3.35,0,0,1,1,3,5,7
witness,witness,0,,B2,4.52,0,0,1,0,5,5,7
thirty-three,thirty-three,0,,off~B2,4.36,0,0,2,0,2,3,7
thirteen,thirteen,0,,A1,3.89,0,0,2,0,2,6,7
stability,stability,0,,C1,4.31,0,0,1,0,4,4,7
proximity,proximity,0,,off~C1+,3.88,0,0,1,0,4,4,7
thinker,thinker,0,,off~C2,3.48,0,0,2,0,3,3,7
scientifically,scientifically,0,,off~C2,3.45,0,0,1,0,3,4,7
pride,pride,0,,B2,4.49,0,0,2,0,3,3,7
respiratory,respiratory,0,,off~C1+,3.81,0,0,2,0,2,7,7
arouse,arouse,0,,off~C2,3.35,0,0,1,0,3,4,7
thereby,thereby,1,thereby,C1,4.03,0,0,1,0,5,6,7
shed,shed,0,,C1,4.23,0,0,2,0,3,3,7
stylistically,stylistically,0,,off~C2,2.65,0,0,2,0,2,4,7
mozart's,mozart's,0,,off~C2,2.66,0,0,1,0,3,3,7
expectancy,expectancy,0,,off~C2,3.49,0,0,2,0,3,3,7
optimal,optimal,0,,off~C1+,3.94,0,0,2,0,3,3,7
surrounding,surrounding,0,,B2,4.49,0,0,1,0,5,6,7
circular,circular,0,,off~C1+,3.96,0,0,1,0,3,3,7
laud,laud,0,,off~C2,3.17,0,0,2,0,3,3,7
voter,voter,0,,off~B2,4.46,0,0,2,0,2,3,7
creator,creator,0,,C1,4.21,0,0,1,0,4,4,7
validity,validity,0,,C1,3.7,0,0,1,0,3,4,7
reconciliation,reconciliation,0,,off~C1+,3.72,0,0,2,0,2,4,7
chrysanthemum,chrysanthemum,0,,off~C2,2.57,0,0,2,0,2,6,7
pound,pound,0,,A1,4.53,0,0,1,0,3,4,7
embarrass,embarrass,0,,B1,4.15,0,0,1,0,3,3,7
continually,continually,0,,C1,3.91,0,0,2,0,2,3,7
eminent,eminent,0,,off~C1+,3.56,0,0,1,0,5,5,7
equality,equality,0,,C1,4.26,0,0,1,0,3,4,7
react,react,0,,A2,4.16,0,0,2,0,2,5,7
ultimately,ultimately,1,ultimately,B2,4.57,0,0,0,0,6,6,7
porcelain,porcelain,0,,off~C1+,3.56,0,0,2,0,2,6,7
nobody,nobody,0,,A1,4.95,0,0,1,0,5,5,7
midwives,midwive,0,,off~C2,3.09,0,0,2,0,2,6,7
vacation,vacation,0,,A1,4.4,0,0,2,0,3,4,7
crocodile,crocodile,0,,off~C2,3.49,0,0,2,0,2,3,7
remnant,remnant,0,,off~C1+,3.51,0,0,1,1,3,4,7
excellence,excellence,0,,C1,4.07,0,0,2,0,2,5,7
emergence,emergence,0,,C1,3.74,0,0,2,0,3,3,7
sociologist,sociologist,0,,off~C2,3.04,0,0,2,0,2,6,7
inexpensive,inexpensive,0,,off~C1+,3.57,0,0,1,0,3,3,7
multiple,multiple,0,,B2,4.92,0,0,1,0,4,4,7
cry,cry,0,,A2,4.59,0,0,1,0,3,5,7
expanse,expanse,0,,off~C2,3.2,0,0,2,0,3,3,7
multitude,multitude,0,,off~C1+,3.59,0,0,2,0,3,3,7
comprehensive,comprehensive,0,,B2,4.36,0,0,1,0,3,3,7
vow,vow,0,,C1,3.7,0,0,2,0,2,3,7
spectacular,spectacular,0,,B2,4.06,0,0,1,0,4,4,7
skillful,skillful,0,,off~C2,3.13,0,0,2,0,2,3,7
European,European,0,,off~B2,5.08,0,0,1,0,3,3,7
caterpillar,caterpillar,0,,off~C2,3.38,0,0,2,0,2,7,7
abroad,abroad,0,,A2,4.39,0,0,1,0,5,5,7
indicator,indicator,0,,C1,3.92,0,0,2,0,2,3,7
condemnation,condemnation,0,,off~C1+,3.52,0,0,2,0,3,3,7
aristocratic,aristocratic,0,,off~C2,3.23,0,0,2,0,2,4,7
leadership,leadership,0,,B2,4.77,0,0,2,0,3,3,7
resilience,resilience,0,,off~C1+,3.58,0,0,1,0,3,4,7
calcium,calcium,0,,off~C1+,3.82,0,0,2,0,2,6,7
minority,minority,0,,B2,4.41,0,0,2,0,3,3,7
misperception,misperception,0,,off~C2,2.14,0,0,2,0,2,3,7
informal,informal,0,,A2,3.87,0,0,1,0,3,4,7
hostility,hostility,0,,C1,3.61,0,0,2,0,3,3,7
negligible,negligible,0,,off~C2,3.39,0,0,2,0,3,3,7
eighth,eighth,0,,off~C1,4.2,0,0,2,0,2,6,7
transmission,transmission,0,,C1,4.33,0,0,2,0,2,3,7
healthcare,healthcare,0,,B2,4.47,0,0,2,0,2,3,7
isolation,isolation,0,,C1,4.02,0,0,2,0,2,4,7
forth,forth,0,,C1,4.4,0,0,1,0,3,4,7
craving,craving,0,,off~C1+,3.56,0,0,1,0,3,4,7
centimeter,centimeter,0,,off~C2,3.24,0,0,2,0,2,3,7
discriminate,discriminate,0,,off~C1+,3.51,0,0,1,0,3,3,7
badly,badly,0,,A2,4.44,0,0,1,0,3,3,7
crossword,crossword,0,,off~C2,3.14,0,0,2,0,2,7,7
drastically,drastically,0,,off~C1+,3.65,0,0,2,0,3,3,7
strife,strife,0,,off~C2,3.4,0,0,2,0,2,4,7
magnitude,magnitude,0,,C1,4.0,0,0,2,0,2,6,7
mating,mating,0,,off~C2,3.5,0,0,2,0,2,6,7
capitalism,capitalism,0,,C1,3.97,0,0,2,0,2,6,7
passion,passion,0,,B1,4.44,0,0,1,0,3,3,7
buffalo,buffalo,0,,off~C1,4.14,0,0,1,0,3,7,7
demise,demise,0,,off~C1+,3.66,0,0,2,0,2,3,7
unfounded,unfounded,0,,off~C2,3.23,0,0,1,0,3,3,6
refrigerator,refrigerator,0,,off~C1+,3.61,0,0,2,0,1,5,6
ger,ger,0,,off~C2,3.09,0,0,2,0,1,5,6
dehydration,dehydration,0,,off~C2,3.31,0,0,2,0,1,4,6
daytime,daytime,0,,off~C1+,3.66,0,0,2,0,1,2,6
cowardice,cowardice,0,,off~C2,3.11,0,0,2,0,1,2,6
post-world,post-world,0,,off~B2,5.3,0,0,2,0,1,3,6
notably,notably,0,,C1,4.01,0,0,1,0,4,4,6
presidency,presidency,0,,C1,4.16,0,0,2,0,1,2,6
unsuccessful,unsuccessful,0,,off~C1+,3.73,0,0,2,0,2,2,6
hyperventilate,hyperventilate,0,,off~C2,2.54,0,0,2,0,1,2,6
synesthesia,synesthesia,0,,off~C2,2.25,0,0,2,0,1,5,6
sensory,sensory,0,,off~C1+,3.68,0,0,1,0,3,3,6
pollute,pollute,0,,off~C2,3.32,0,0,1,0,3,3,6
exacerbate,exacerbate,0,,off~C2,3.22,0,0,2,0,2,2,6
antislavery,antislavery,0,,off~C2,2.11,0,0,2,0,1,2,6
stance,stance,0,,B2,4.05,0,0,1,0,3,3,6
downtrodden,downtrod,0,,off~C2,2.67,0,0,2,0,1,5,6
indifference,indifference,0,,off~C2,3.34,0,0,2,0,2,2,6
forerunner,forerunner,0,,off~C2,2.99,0,0,1,0,2,3,6
featureless,featureless,0,,off~C2,2.46,0,0,2,0,1,3,6
blob,blob,0,,off~C2,3.07,0,0,2,0,1,3,6
placebo,placebo,0,,off~C2,3.48,0,0,2,0,1,5,6
showcase,showcase,0,,off~C1+,3.92,0,0,1,0,3,3,6
antivenin,antivenin,0,,off~C2,1.53,0,0,2,0,1,5,6
serum,serum,0,,off~C1+,3.74,0,0,2,0,1,2,6
counteract,counteract,0,,off~C2,3.19,0,0,2,0,1,2,6
snakebite,snakebite,0,,off~C2,2.22,0,0,2,0,1,5,6
labour,labour,0,,B2,4.7,0,0,2,0,1,2,6
semiconductor,semiconductor,0,,off~C1+,3.53,0,0,2,0,1,5,6
hispanic,hispanic,0,,off~C1+,3.97,0,0,2,0,1,2,6
baleen,baleen,0,,off~C2,2.1,0,0,2,0,1,5,6
acoustic,acoustic,0,,off~C1+,3.98,0,0,2,0,1,3,6
systematically,systematically,0,,off~C1+,3.52,0,0,1,0,3,3,6
anthropomorphism,anthropomorphism,0,,off~C2,2.03,0,0,2,0,1,3,6
ivory,ivory,0,,off~C1+,3.85,0,0,2,0,1,5,6
prohibition,prohibition,0,,off~C1+,3.77,0,0,1,0,4,4,6
goldsmith,goldsmith,0,,off~C2,3.21,0,0,2,0,1,4,6
del,del,0,,off~B2,4.32,0,0,2,0,1,5,6
heroism,heroism,0,,off~C2,3.26,0,0,1,0,2,3,6
untreated,untreated,0,,off~C2,3.33,0,0,1,0,3,3,6
pasta,pasta,0,,off~C1+,3.92,0,0,2,0,1,5,6
identification,identification,0,,C1,4.18,0,0,1,0,2,10,6
gymnastics,gymnastics,0,,off~C1+,3.6,0,0,2,0,1,2,6
pipeline,pipeline,0,,C1,4.04,0,0,2,0,1,5,6
airport,airport,0,,A1,4.84,0,0,2,0,1,5,6
Herman,Herman,0,,off~C1+,3.65,0,0,2,0,1,2,6
obscurity,obscurity,0,,off~C2,3.2,0,0,2,0,2,2,6
anteater,anteater,0,,off~C2,2.28,0,0,2,0,1,5,6
countryside,countryside,0,,B1,3.92,0,0,1,0,4,4,6
surely,surely,0,,B1,4.55,0,0,2,0,2,2,6
giuseppina,giuseppina,0,,off~C2,1.52,0,0,2,0,1,2,6
perpetuate,perpetuate,0,,off~C2,3.19,0,0,1,0,4,4,6
drastic,drastic,0,,off~C1+,3.63,0,0,1,0,3,3,6
optimism,optimism,0,,C1,3.66,0,0,2,0,2,2,6
eliot,eliot,0,,off~C2,3.5,0,0,1,0,2,5,6
norwegian,norwegian,0,,off~C1+,3.95,0,0,2,0,2,2,6
atherosclerosis,atherosclerosis,0,,off~C2,2.78,0,0,2,0,1,5,6
progression,progression,0,,off~C1+,3.9,0,0,2,0,1,2,6
photographer,photographer,0,,B1,4.28,0,0,1,0,2,3,6
thorough,thorough,0,,B2,3.97,0,0,2,0,2,2,6
totally,totally,0,,B1,4.83,0,0,1,0,3,3,6
devrek,devrek,0,,off~C2,0.0,0,0,2,0,1,5,6
eucalyptus,eucalyptus,0,,off~C2,3.01,0,0,2,0,1,5,6
first-century,first-century,0,,off~B2,4.99,0,0,2,0,1,2,6
dengue,dengue,0,,off~C2,2.93,0,0,2,0,1,5,6
misinterpret,misinterpret,0,,off~C2,3.03,0,0,2,0,1,2,6
specialist,specialist,0,,B2,4.28,0,0,1,0,4,5,6
toynbee,toynbee,0,,off~C2,2.31,0,0,2,0,1,3,6
businesspeople,businesspeople,0,,off~C2,2.61,0,0,2,0,1,5,6
tariff-free,tariff-free,0,,off~C2,3.49,0,0,2,0,1,2,6
tariff,tariff,0,,off~C1+,3.63,0,0,1,1,2,3,6
subjective,subjective,0,,off~C1+,3.79,0,0,2,0,1,5,6
scope,scope,0,,C1,4.26,0,0,1,0,4,4,6
portion,portion,0,,B2,4.53,0,0,1,0,3,3,6
bird-watch,birdwatch,0,,off~B2,4.55,0,0,2,0,1,5,6
man-made,man-made,0,,off~B2,5.57,0,0,2,0,1,2,6
maladjusted,maladjusted,0,,off~C2,2.12,0,0,2,0,1,3,6
drama,drama,0,,A2,4.67,0,0,1,0,4,4,6
wield,wield,0,,off~C2,3.21,0,0,2,0,1,2,6
moratorium,moratorium,0,,off~C2,3.08,0,0,2,0,1,3,6
rail,rail,0,,B2,4.41,0,0,2,0,1,7,6
fascination,fascination,0,,off~C2,3.48,0,0,1,0,4,4,6
unhindered,unhindered,0,,off~C2,2.54,0,0,2,0,1,2,6
rhino,rhino,0,,off~C1+,3.57,0,0,2,0,1,5,6
keratin,keratin,0,,off~C2,2.58,0,0,2,0,1,5,6
reptilian,reptilian,0,,off~C2,2.75,0,0,2,0,1,2,6
Confucius,Confucius,0,,off~C2,3.1,0,0,1,0,2,7,6
hemisphere,hemisphere,0,,off~C1+,3.69,0,0,2,0,1,5,6
groundbreaking,groundbreaking,0,,off~C2,3.46,0,0,2,0,2,2,6
ratify,ratify,0,,off~C2,3.41,0,0,2,0,2,2,6
referendum,referendum,0,,C1,3.98,0,0,2,0,1,5,6
city-state,city-state,0,,off~B2,5.39,0,0,1,0,3,3,6
pyrethrum,pyrethrum,0,,off~C2,1.5,0,0,2,0,1,5,6
foremost,foremost,0,,off~C1+,3.78,0,0,1,0,4,4,6
chlorophyll,chlorophyll,0,,off~C2,2.75,0,0,2,0,1,5,6
extant,extant,0,,off~C2,3.25,0,0,1,0,3,3,6
sock,sock,0,,A2,3.61,0,0,2,0,1,5,6
buskin,buskin,0,,off~C2,1.29,0,0,2,0,1,5,6
respectively,respectively,0,,C1,4.45,0,0,1,0,4,4,6
pekingese,pekingese,0,,off~C2,1.86,0,0,2,0,1,4,6
martial,martial,0,,B2,4.06,0,0,2,0,1,3,6
short-lived,short-lived,0,,off~B2,4.75,0,0,2,0,2,2,6
manipulate,manipulate,0,,C1,3.69,0,0,1,0,4,4,6
moo,moo,0,,off~C2,3.15,0,0,2,0,1,5,6
track-and-field,track-and-field,0,,off~B2,4.81,0,0,2,0,1,5,6
Gordon,Gordon,0,,off~B2,4.37,0,0,2,0,1,3,6
assistance,assistance,0,,B2,4.59,0,0,2,0,2,2,6
unaware,unaware,0,,off~C1+,3.87,0,0,1,0,4,4,6
soft-paste,soft-paste,0,,off~C1+,3.84,0,0,2,0,1,3,6
translucency,translucency,0,,off~C2,1.93,0,0,2,0,1,5,6
earthenware,earthenware,0,,off~C2,2.52,0,0,2,0,1,5,6
pregnant,pregnant,0,,B2,4.56,0,0,2,0,1,5,6
decorator,decorator,0,,off~C2,2.95,0,0,2,0,1,5,6
arise,arise,0,,B2,3.93,0,0,1,0,4,4,6
double-head,double-head,0,,off~B2,4.89,0,0,2,0,1,2,6
relativism,relativism,0,,off~C2,2.68,0,0,2,0,1,5,6
subterranean,subterranean,0,,off~C2,3.11,0,0,2,0,1,2,6
overpopulated,overpopulate,0,,off~C2,2.26,0,0,2,0,2,2,6
Jean,Jean,0,,off~B2,4.36,0,0,2,0,2,2,6
housework,housework,0,,off~C2,3.08,0,0,2,0,1,3,6
scent,scent,0,,off~C1+,3.82,0,0,2,0,1,3,6
breeder,breeder,0,,off~C2,3.46,0,0,1,0,2,3,6
ginger,ginger,0,,off~C1+,3.93,0,0,2,0,1,5,6
tea,tea,0,,A1,4.73,0,0,2,0,1,5,6
sickness,sickness,0,,off~C1+,3.83,0,0,2,0,1,5,6
all-age,all-age,0,,off~B2,5.29,0,0,2,0,1,5,6
overshadow,overshadow,0,,off~C2,3.23,0,0,2,0,2,2,6
fertile,fertile,0,,off~C1+,3.62,0,0,1,0,4,5,6
Albert,Albert,0,,off~C1,4.24,0,0,2,0,1,3,6
whereby,whereby,0,,C1,3.74,0,0,2,0,1,2,6
swarm,swarm,0,,off~C2,3.44,0,0,2,0,1,5,6
aloys,aloys,0,,off~C2,1.4,0,0,2,0,1,4,6
lithography,lithography,0,,off~C2,2.71,0,0,2,0,1,5,6
adherent,adherent,0,,off~C2,3.13,0,0,2,0,1,2,6
cult,cult,0,,C1,4.09,0,0,2,0,1,5,6
follower,follower,0,,off~C1,4.29,0,0,1,0,3,3,6
fox,fox,0,,off~B2,4.66,0,0,2,0,1,5,6
implicate,implicate,0,,off~C2,3.46,0,0,2,0,2,2,6
peer,peer,0,,B2,4.14,0,0,2,0,1,2,6
indicative,indicative,0,,off~C1+,3.57,0,0,2,0,2,2,6
independently,independently,0,,off~C1,4.06,0,0,1,0,4,4,6
recycle,recycle,0,,A2,3.56,0,0,2,0,1,5,6
simplistic,simplistic,0,,off~C2,3.32,0,0,2,0,2,2,6
Susan,Susan,0,,off~C1,4.24,0,0,2,0,1,2,6
